Zulassungsnr,Wirkungsbereich,Wirkstoff_Main,Gehalt_Main,Einhalt_Main,Wirkstoff_Compound,Gehalt_Compound,Einhalt_Compound,Organismus_Bakteria
00A852-00,Fungizid,Lupinus albus L. Samen Extrakt,"1,255",g/l,,,,0
00B133-61,Fungizid,Azoxystrobin,140,g/l,,,,0
00B133-61,Fungizid,Prothioconazol,100,g/l,,,,0
00A267-61,Fungizid,Prothioconazol,300,g/l,,,,0
00A781-00,Herbizid,Amidosulfuron,360,g/kg,,,,0
00A781-00,Herbizid,Florpyrauxifen-benzyl,75.49,g/kg,,,,0
00A755-60,Fungizid,Prothioconazol,250,g/l,,,,0
008258-00,Wachstumsregler,Trinexapac,66.7,g/kg,Ethylester,75,g/kg,0
008258-00,Wachstumsregler,Prohexadion,42.4,g/kg,Calcium-Salz,50,g/kg,0
00A424-00,Herbizid,Prosulfocarb,800,g/l,,,,0
00B161-00,Herbizid,Prosulfocarb,800,g/l,,,,0
034145-60,Herbizid,Aclonifen,600,g/l,,,,0
008316-60,Fungizid,Azoxystrobin,250,g/l,,,,0
024091-60,Herbizid,Chlortoluron,700,g/l,,,,0
043753-60,Herbizid,Chlortoluron,700,g/l,,,,0
024034-60,Wachstumsregler,Ethephon,660,g/l,,,,0
006220-61,Herbizid,Propyzamid,400,g/l,,,,0
00A590-61,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288.078,g/l,0
007138-60,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
00A940-60,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
006914-62,Herbizid,Fluroxypyr,180,g/l,1-Methyl-heptylester,259,g/l,0
006470-60,Herbizid,Metamitron,700,g/l,,,,0
024034-63,Wachstumsregler,Ethephon,660,g/l,,,,0
00A617-60,Wachstumsregler,Ethephon,660,g/l,,,,0
060939-70,Herbizid,MCPA,500,g/l,Dimethylamin-Salz,612.35,g/l,0
060939-69,Herbizid,MCPA,500,g/l,Dimethylamin-Salz,612.35,g/l,0
025287-67,Fungizid,Prothioconazol,250,g/l,,,,0
034107-62,Herbizid,Propaquizafop,100,g/l,,,,0
026427-60,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
006427-60,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
044044-60,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,485.39,g/l,0
006914-61,Herbizid,Fluroxypyr,180,g/l,1-Methyl-heptylester,259,g/l,0
026499-00,Fungizid,Fosetyl,621.9,g/kg,Aluminium-Salz,666.7,g/kg,0
026499-00,Fungizid,Fluopicolide,44.4,g/kg,,,,0
025287-61,Fungizid,Prothioconazol,250,g/l,,,,0
025395-00,Insektizid,Sulfurylfluorid,998,g/kg,,,,0
00A022-00,Wachstumsregler,Gibberellinsäure,400,g/kg,,,,0
025287-00,Fungizid,Prothioconazol,250,g/l,,,,0
008403-00,Wachstumsregler,6-Benzyladenin,19,g/l,,,,0
008403-00,Wachstumsregler,Gibberelline (GA4/GA7),19,g/l,,,,0
007932-00,Herbizid,Metobromuron,500,g/l,,,,0
024172-62,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),12,g/l,,,,0
024172-00,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),12,g/l,,,,0
008719-00,Akarizid,Paraffinöl (CAS 8042-47-5),830,g/l,,,,0
008719-60,Akarizid,Paraffinöl (CAS 8042-47-5),830,g/l,,,,0
024182-62,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),546,g/l,,,,0
024182-00,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),546,g/l,,,,0
024182-63,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),546,g/l,,,,0
00A126-60,Herbizid,Metamitron,700,g/l,,,,0
00B133-00,Fungizid,Azoxystrobin,140,g/l,,,,0
00B133-00,Fungizid,Prothioconazol,100,g/l,,,,0
00A267-60,Fungizid,Prothioconazol,300,g/l,,,,0
00B385-00,Wachstumsregler,Mepiquat,228.94,g/l,Chlorid,300,g/l,0
00B385-00,Wachstumsregler,Prohexadion,42.4,g/l,Calcium-Salz,50,g/l,0
00A126-61,Herbizid,Metamitron,700,g/l,,,,0
034409-63,Herbizid,Nicosulfuron,40,g/l,,,,0
024443-00,Fungizid,Tebuconazol,133,g/l,,,,0
024443-00,Fungizid,Spiroxamine,250,g/l,,,,0
00B048-00,Herbizid,Propaquizafop,100,g/l,,,,0
007475-00,Fungizid,Pyriofenone,180,g/l,,,,0
024508-00,Fungizid,Propamocarb,604,g/l,Hydrochlorid,722,g/l,0
027208-00,Fungizid,Prothioconazol,125,g/l,,,,0
027208-00,Fungizid,Fluopyram,125,g/l,,,,0
008952-00,Fungizid,Pseudomonas sp. Stamm DSMZ 13134 66.000.000.000.000cfu/kg,5.35,g/kg,,,,1
025662-00,Fungizid,Tebuconazol,125,g/l,,,,0
025662-00,Fungizid,Prothioconazol,125,g/l,,,,0
008814-00,Fungizid,Spiroxamine,300,g/l,,,,0
00A113-00,Wachstumsregler,Ethylen,40,g/kg,,,,0
007825-62,Molluskizid,Metaldehyd,25,g/kg,,,,0
00A452-64,Molluskizid,Eisen-III-phosphat,9.79,g/kg,Dihydrat,12.5,g/kg,0
005685-00,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
00A271-00,Fungizid,Prothioconazol,300,g/l,,,,0
00A469-00,Fungizid,Prothioconazol,250,g/l,,,,0
00B244-00,Fungizid,Prothioconazol,250,g/l,,,,0
00B225-60,Fungizid,Prothioconazol,250,g/l,,,,0
00A398-62,Fungizid,Prothioconazol,250,g/l,,,,0
006929-60,Wachstumsregler,Gibberelline (GA4/GA7),100,g/kg,,,,0
060122-97,Herbizid,"2,4-D",8,g/kg,,,,0
060122-97,Herbizid,Dicamba,1.2,g/kg,,,,0
00A947-00,Insektizid,Pyrethrine,18.61,g/l,,,,0
00B007-00,Fungizid,Prothioconazol,250,g/l,,,,0
024780-61,Insektizid,Pyrethrine,4.59,g/l,,,,0
024780-61,Insektizid,Rapsöl,825.3,g/l,,,,0
006408-62,Insektizid,Pyrethrine,11.45,g/kg,,,,0
00A595-00,Fungizid,Pyrimethanil,400,g/l,,,,0
006922-00,Fungizid,Pyrimethanil,400,g/l,,,,0
060122-71,Herbizid,"2,4-D",8,g/kg,,,,0
060122-71,Herbizid,Dicamba,1.2,g/kg,,,,0
008047-65,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
025078-00,Herbizid,Pethoxamid,600,g/l,,,,0
00A279-00,Fungizid,Fenpicoxamid,50,g/l,,,,0
007643-60,"Fungizid, Wachstumsregler",Pyraclostrobin,200,g/l,,,,0
008256-00,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
005693-00,Herbizid,Pyraflufen,24.2,g/l,Ethylester,26,g/l,0
006278-00,Insektizid,Aluminiumphosphid,570,g/kg,,,,0
00A580-00,Insektizid,Aluminiumphosphid,563.4,g/kg,,,,0
00A580-60,Insektizid,Aluminiumphosphid,563.4,g/kg,,,,0
00A580-61,Insektizid,Aluminiumphosphid,563.4,g/kg,,,,0
00A580-62,Insektizid,Aluminiumphosphid,563.4,g/kg,,,,0
006278-60,Insektizid,Aluminiumphosphid,570,g/kg,,,,0
006278-61,Insektizid,Aluminiumphosphid,570,g/kg,,,,0
00A998-00,Herbizid,Prosulfocarb,800,g/l,,,,0
00A391-60,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
007201-60,Herbizid,Diflufenican,360,g/kg,,,,0
007201-60,Herbizid,Iodosulfuron,9.32,g/kg,Methylester-Na,10,g/kg,0
027821-66,Herbizid,"2,4-D",3.3,g/kg,Dimethylamin-Salz,3.97,g/kg,0
027821-66,Herbizid,Dicamba,1.6,g/kg,Dimethylamin-Salz,1.93,g/kg,0
027821-62,Herbizid,"2,4-D",3.3,g/kg,Dimethylamin-Salz,3.97,g/kg,0
027821-62,Herbizid,Dicamba,1.6,g/kg,Dimethylamin-Salz,1.93,g/kg,0
008357-61,Herbizid,Mesotrione,100,g/l,,,,0
053728-00,Pheromon,(Z)-9-Dodecen-1-ylacetat,50.1,g/kg,,,,0
044170-00,Pheromon,(Z)-9-Dodecen-1-ylacetat,46.8,g/kg,,,,0
044170-00,Pheromon,"(E,Z)-7,9-Dodecadien-1-ylacetat",41.1,g/kg,,,,0
034444-00,Pheromon,"pro Dispenser E8,E10-Dodecadien-1-ol + Tetradecylacetat",218,mg,,,,0
00A838-00,Fungizid,Penthiopyrad,435.9,g/l,,,,0
007003-00,Herbizid,Triclopyr,150,g/l,Butoxyethylester,209,g/l,0
007003-00,Herbizid,Fluroxypyr,150,g/l,1-Methyl-heptylester,216,g/l,0
005190-60,Herbizid,Quizalofop-P,31.81,g/l,Tefuryl tetrahydrofurfuryl,40,g/l,0
006860-00,Fungizid,Cyazofamid,160,g/l,,,,0
00B217-00,Herbizid,Metazachlor,500,g/l,,,,0
043401-60,Herbizid,Metazachlor,500,g/l,,,,0
024785-62,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-62,Insektizid,Rapsöl,8.25,g/l,,,,0
00A122-60,Insektizid,Pyrethrine,45.9,g/l,,,,0
024785-60,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-60,Insektizid,Rapsöl,8.25,g/l,,,,0
027821-61,Herbizid,"2,4-D",3.3,g/kg,Dimethylamin-Salz,3.97,g/kg,0
027821-61,Herbizid,Dicamba,1.6,g/kg,Dimethylamin-Salz,1.93,g/kg,0
060122-55,Herbizid,"2,4-D",8,g/kg,,,,0
060122-55,Herbizid,Dicamba,1.2,g/kg,,,,0
005747-60,Herbizid,"2,4-D",70,g/l,Dimethylamin-Salz,84.3,g/l,0
005747-60,Herbizid,MCPA,70,g/l,Dimethylamin-Salz,85.7,g/l,0
005747-60,Herbizid,Dicamba,20,g/l,Dimethylamin-Salz,24.1,g/l,0
005747-60,Herbizid,Mecoprop-P,42,g/l,Dimethylamin-Salz,50.8,g/l,0
060122-84,Herbizid,"2,4-D",8,g/kg,,,,0
060122-84,Herbizid,Dicamba,1.2,g/kg,,,,0
006239-61,Herbizid,MCPA,1.6,g/l,Kalium-Salz,1.905,g/l,0
006239-61,Herbizid,Clopyralid,0.16,g/l,Monoethanolamin-Salz,0.211,g/l,0
006239-61,Herbizid,Fluroxypyr,0.32,g/l,1-Methyl-heptylester,0.46,g/l,0
006240-61,Herbizid,MCPA,53.74,g/l,Kalium-Salz,68.4,g/l,0
006240-61,Herbizid,Clopyralid,5.38,g/l,Monoethanolamin-Salz,7.08,g/l,0
006240-61,Herbizid,Fluroxypyr,10.76,g/l,1-Methyl-heptylester,15.5,g/l,0
00A518-00,Fungizid,Boscalid,500,g/kg,,,,0
025388-00,Rodentizid,Zinkphosphid,8,g/kg,,,,0
025388-62,Rodentizid,Zinkphosphid,8,g/kg,,,,0
034041-00,Rodentizid,Zinkphosphid,25,g/kg,,,,0
025389-00,Rodentizid,Zinkphosphid,8,g/kg,,,,0
024426-65,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
00A906-00,Fungizid,Azoxystrobin,150,g/l,,,,0
00A906-00,Fungizid,Prothioconazol,200,g/l,,,,0
006193-63,Herbizid,Maleinsäurehydrazid,30,g/l,Kalium-Salz,40.17,g/l,0
006193-63,Herbizid,Pelargonsäure,186.7,g/l,,,,0
00B033-00,Herbizid,Propaquizafop,100,g/l,,,,0
027692-00,Fungizid,Cymoxanil,330,g/kg,,,,0
027692-00,Fungizid,Zoxamide,330,g/kg,,,,0
007996-00,Fungizid,Metalaxyl,20,g/l,,,,0
007996-00,Fungizid,Prothioconazol,100,g/l,,,,0
006099-00,Herbizid,Thifensulfuron,320,g/kg,Methylester,333,g/kg,0
006099-00,Herbizid,Tribenuron,160,g/kg,Methylester,166,g/kg,0
007727-00,Wachstumsregler,Prohexadion,84.8,g/kg,Calcium-Salz,100,g/kg,0
025090-65,Fungizid,Azoxystrobin,250,g/l,,,,0
005685-61,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
00A045-00,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
006929-00,Wachstumsregler,Gibberelline (GA4/GA7),100,g/kg,,,,0
00B243-00,Wachstumsregler,Trinexapac,222.26,g/l,Ethylester,250,g/l,0
00A610-00,Fungizid,Mefentrifluconazole,50,g/l,,,,0
008548-60,Herbizid,Diflufenican,200,g/l,,,,0
008548-60,Herbizid,Flufenacet,400,g/l,,,,0
025078-63,Herbizid,Pethoxamid,600,g/l,,,,0
024487-66,"Fungizid, Wachstumsregler",Metconazol,60,g/l,,,,0
00A548-00,Wachstumsregler,Ethylen,900,g/kg,,,,0
026221-00,Fungizid,Mandipropamid,250,g/l,,,,0
008182-00,Fungizid,Mandipropamid,250,g/l,,,,0
00B178-00,Fungizid,Propamocarb,377,g/l,Hydrochlorid,450,g/l,0
00B178-00,Fungizid,Mandipropamid,75,g/l,,,,0
027522-00,Fungizid,Difenoconazol,250,g/l,,,,0
027522-00,Fungizid,Mandipropamid,250,g/l,,,,0
00A835-00,Fungizid,Boscalid,200,g/l,,,,0
00A835-00,Fungizid,Mefentrifluconazole,100,g/l,,,,0
00A275-00,Fungizid,Mefentrifluconazole,100,g/l,,,,0
00A272-00,Fungizid,Fluxapyroxad,66.7,g/l,,,,0
00A272-00,Fungizid,Mefentrifluconazole,66.7,g/l,,,,0
00B167-00,Fungizid,Schwefel,600,g/l,,,,0
00B167-00,Fungizid,Mefentrifluconazole,25,g/l,,,,0
008796-00,Wachstumsregler,4-(Indol-3-yl)buttersäure,198.8,g/kg,,,,0
008791-00,Wachstumsregler,4-(Indol-3-yl)buttersäure,4.97,g/kg,,,,0
008795-00,Wachstumsregler,4-(Indol-3-yl)buttersäure,9.94,g/kg,,,,0
008793-00,Wachstumsregler,4-(Indol-3-yl)buttersäure,19.9,g/kg,,,,0
00A532-00,Herbizid,Nicosulfuron,60,g/l,,,,0
00A416-00,Herbizid,Rimsulfuron,250,g/kg,,,,0
008034-60,Herbizid,Rimsulfuron,250,g/kg,,,,0
008115-00,Herbizid,Rimsulfuron,250,g/kg,,,,0
008034-00,Herbizid,Rimsulfuron,250,g/kg,,,,0
00A345-00,Herbizid,Dicamba,550,g/kg,Natrium-Salz,604.7,g/kg,0
00A345-00,Herbizid,Rimsulfuron,23,g/kg,,,,0
00A345-00,Herbizid,Nicosulfuron,92,g/kg,,,,0
008464-00,Fungizid,Propamocarb,607,g/l,Hydrochlorid,722,g/l,0
008541-00,Fungizid,Cymoxanil,50,g/l,,,,0
008541-00,Fungizid,Propamocarb,335.2,g/l,Hydrochlorid,400,g/l,0
00B070-60,Herbizid,"2,4-D",300,g/l,Ethylhexylester,452.3,g/l,0
00B070-60,Herbizid,Florasulam,6.25,g/l,,,,0
008838-62,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
025625-61,Fungizid,Spiroxamine,300,g/l,,,,0
025625-61,Fungizid,Prothioconazol,160,g/l,,,,0
00A851-61,Fungizid,Spiroxamine,107,g/l,,,,0
00A851-61,Fungizid,Trifloxystrobin,80,g/l,,,,0
00A851-61,Fungizid,Prothioconazol,93.3,g/l,,,,0
00A144-00,Fungizid,Cerevisane,941,g/kg,,,,0
00A933-00,Fungizid,Trichoderma asperellum Stamm T34 1.000.000.000.000cfu/kg,120,g/kg,,,,1
006986-60,Herbizid,Dicamba,500,g/kg,Natrium-Salz,550,g/kg,0
006986-60,Herbizid,Prosulfuron,50,g/kg,,,,0
026923-62,Herbizid,Glyphosat,480,g/l,Dimethylamin-Salz,608,g/l,0
00A292-00,Fungizid,Schwefel,4,g/l,,,,0
034560-62,Fungizid,Azoxystrobin,250,g/l,,,,0
034560-75,Fungizid,Azoxystrobin,250,g/l,,,,0
034560-84,Fungizid,Azoxystrobin,250,g/l,,,,0
034560-83,Fungizid,Azoxystrobin,250,g/l,,,,0
004582-00,Fungizid,Triticonazol,9.72,g/l,,,,0
034560-60,Fungizid,Azoxystrobin,250,g/l,,,,0
00A752-00,Fungizid,Schwefel,200,g/l,,,,0
024213-77,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
00B023-00,Fungizid,Azoxystrobin,250,g/l,,,,0
024345-72,Herbizid,Essigsäure,102,g/l,,,,0
008529-62,Herbizid,Pelargonsäure,500,g/l,,,,0
00A042-00,Herbizid,Glyphosat,500,g/l,Kalium-Salz,613,g/l,0
007525-60,Herbizid,Glyphosat,720,g/kg,Ammonium-Salz,792,g/kg,0
060122-93,Herbizid,"2,4-D",8,g/kg,,,,0
060122-93,Herbizid,Dicamba,1.2,g/kg,,,,0
00B114-00,Herbizid,Prosulfocarb,800,g/l,,,,0
00A636-00,Fungizid,Boscalid,500,g/kg,,,,0
008748-00,Fungizid,Fludioxonil,33.3,g/l,,,,0
008748-00,Fungizid,Triticonazol,33.3,g/l,,,,0
008748-00,Fungizid,Fluxapyroxad,33.3,g/l,,,,0
060122-65,Herbizid,"2,4-D",8,g/kg,,,,0
060122-65,Herbizid,Dicamba,1.2,g/kg,,,,0
025287-66,Fungizid,Prothioconazol,250,g/l,,,,0
006872-00,Herbizid,Picloram,80,g/l,,,,0
006872-00,Herbizid,Clopyralid,240,g/l,,,,0
006872-00,Herbizid,Aminopyralid,40,g/l,,,,0
008330-00,Herbizid,Aminopyralid,30,g/l,Kalium-Salz,35.5,g/l,0
00A145-62,Fungizid,Bromuconazol,300,g/l,,,,0
007454-60,Fungizid,Tebuconazol,107,g/l,,,,0
007454-60,Fungizid,Bromuconazol,167,g/l,,,,0
005945-62,Herbizid,Nicosulfuron,60,g/l,,,,0
034409-62,Herbizid,Nicosulfuron,40,g/l,,,,0
00A001-00,Insektizid,Flupyradifurone,25,g/l,,,,0
026501-00,Fungizid,Folpet,500,g/kg,,,,0
026501-00,Fungizid,Amisulbrom,50,g/kg,,,,0
027767-00,Herbizid,Florasulam,50,g/l,,,,0
027953-00,Herbizid,Diflufenican,500,g/l,,,,0
027953-00,Herbizid,Florasulam,50,g/l,,,,0
00A015-00,Herbizid,Tribenuron,578.7,g/kg,Methylester,600,g/kg,0
00A015-00,Herbizid,Florasulam,200,g/kg,,,,0
007466-60,Fungizid,Tetraconazole,40,g/l,,,,0
026514-00,Herbizid,Metsulfuron,192.6,g/kg,Methylester,200,g/kg,0
024225-00,Fungizid,Pyrimethanil,400,g/l,,,,0
008485-00,Insektizid,Deltamethrin,25,g/l,,,,0
00B365-00,Fungizid,Fluoxastrobin,150,g/l,,,,0
00B365-00,Fungizid,Fluopicolide,200,g/l,,,,0
035982-00,"Akarizid, Insektizid",Acetamiprid,0.05,g/l,,,,0
005686-00,Insektizid,Acetamiprid,5,g/l,,,,0
035982-60,"Akarizid, Insektizid",Acetamiprid,0.05,g/l,,,,0
035983-00,"Akarizid, Insektizid",Acetamiprid,0.05,g/kg,,,,0
008616-00,"Akarizid, Insektizid",Pyrethrine,0.1,g/l,,,,0
008616-00,"Akarizid, Insektizid",Rapsöl,10,g/l,,,,0
00A003-00,Insektizid,Pyrethrine,7,g/l,,,,0
00A003-00,Insektizid,Rapsöl,700,g/l,,,,0
00A004-00,Insektizid,Pyrethrine,7,g/l,,,,0
00A004-00,Insektizid,Rapsöl,700,g/l,,,,0
024213-60,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
043743-61,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-00,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024436-84,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-79,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-88,Insektizid,Azadirachtin,10.6,g/l,,,,0
00A003-60,Insektizid,Pyrethrine,7,g/l,,,,0
00A003-60,Insektizid,Rapsöl,700,g/l,,,,0
024436-78,Insektizid,Azadirachtin,10.6,g/l,,,,0
024172-61,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),12,g/l,,,,0
007825-64,Molluskizid,Metaldehyd,25,g/kg,,,,0
007825-63,Molluskizid,Metaldehyd,25,g/kg,,,,0
008016-60,Molluskizid,Eisen-III-phosphat,10,g/kg,,,,0
008016-61,Molluskizid,Eisen-III-phosphat,10,g/kg,,,,0
034496-61,Molluskizid,Eisen-III-phosphat,9.9,g/kg,,,,0
007402-62,Molluskizid,Metaldehyd,30,g/kg,,,,0
025323-73,Molluskizid,Metaldehyd,30,g/kg,,,,0
024353-00,Fungizid,Difenoconazol,250,g/l,,,,0
007180-60,Fungizid,Azoxystrobin,250,g/l,,,,0
00B189-00,Herbizid,Clethodim,120,g/l,,,,0
008200-00,Fungizid,Tebuconazol,10,g/l,,,,0
008200-00,Fungizid,Fludioxonil,50,g/l,,,,0
024366-00,Herbizid,Clethodim,240,g/l,,,,0
00A689-00,Pheromon,"(E,E)-8,10-Dodecadien-1-ol",180.5,g/kg,,,,0
007971-00,Herbizid,Diflufenican,500,g/l,,,,0
008535-00,Herbizid,Cloquintocet,53.1,g/kg,Mexyl 1-Methyl-hexylester,75,g/kg,0
008535-00,Herbizid,Pyroxsulam,75,g/kg,,,,0
00A047-00,Herbizid,Fluroxypyr,150,g/l,1-Methyl-heptylester,216.1,g/l,0
00A047-00,Herbizid,Thifensulfuron,28.92,g/l,Methylester,30,g/l,0
008004-00,Fungizid,Fluxapyroxad,300,g/l,,,,0
007918-00,Fungizid,Bacillus amyloliquefaciens Stamm QST 713 (vormals B. subtilis) 1.000.000.000.000cfu/kg,13.96,g/l,,,,1
034419-60,Fungizid,Fludioxonil,250,g/kg,,,,0
034419-60,Fungizid,Cyprodinil,375,g/kg,,,,0
008934-00,Fungizid,Bacillus amyloliquefaciens Stamm MBI 600 55.000.000.000.000cfu/kg,88,g/kg,,,,1
034560-81,Fungizid,Azoxystrobin,250,g/l,,,,0
007222-00,Herbizid,Propyzamid,400,g/l,,,,0
026282-63,Fungizid,Amisulbrom,200,g/l,,,,0
005268-00,Herbizid,Carfentrazone,55.92,g/l,Ethylester,60,g/l,0
008303-00,Herbizid,Pendimethalin,330,g/l,,,,0
026336-62,Insektizid,Chlorantraniliprole,200,g/l,,,,0
00A031-00,Insektizid,Piperonylbutoxid,300,g/l,,,,0
00A031-00,Insektizid,Cypermethrin,100,g/l,,,,0
026282-62,Fungizid,Amisulbrom,200,g/l,,,,0
034092-00,Fungizid,Fluazinam,500,g/l,,,,0
028533-61,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
006401-61,Insektizid,lambda-Cyhalothrin,50,g/l,,,,0
00A568-00,Insektizid,Flonicamid,100,g/l,,,,0
00A045-60,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
00A335-00,Wachstumsregler,Daminozid,850,g/kg,,,,0
00A642-00,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,485,g/l,0
00A513-00,Insektizid,Cypermethrin,300,g/l,,,,0
00A218-00,Fungizid,Fosetyl,554,g/kg,Aluminium-Salz,600,g/kg,0
025483-00,Fungizid,Pyraclostrobin,67,g/kg,,,,0
025483-00,Fungizid,Boscalid,267,g/kg,,,,0
044375-60,"Akarizid, Insektizid",Kieselgur,"1,000",g/kg,,,,0
044375-00,"Akarizid, Insektizid",Kieselgur,"1,000",g/kg,,,,0
027413-00,Fungizid,Prothioconazol,200,g/l,,,,0
027413-00,Fungizid,Bixafen,60,g/l,,,,0
00A457-00,Fungizid,Fluopyram,100,g/l,,,,0
00A457-00,Fungizid,Bixafen,100,g/l,,,,0
038581-00,Herbizid,Mesotrione,100,g/l,,,,0
025702-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
025702-00,Herbizid,Aminopyralid,30,g/l,Kalium-Salz,36,g/l,0
00B011-00,Fungizid,Cymoxanil,50,g/l,,,,0
00B011-00,Fungizid,Propamocarb,335.2,g/l,Hydrochlorid,400,g/l,0
008883-60,"Akarizid, Fungizid, Insektizid",Orangenöl,55.8,g/l,,,,0
00A946-00,Fungizid,Fludioxonil,250,g/kg,,,,0
00A946-00,Fungizid,Cyprodinil,375,g/kg,,,,0
060122-80,Herbizid,"2,4-D",8,g/kg,,,,0
060122-80,Herbizid,Dicamba,1.2,g/kg,,,,0
008550-00,Herbizid,Metobromuron,400,g/l,,,,0
008550-00,Herbizid,Clomazone,24,g/l,,,,0
008570-00,Fungizid,Azoxystrobin,250,g/l,,,,0
024487-62,"Fungizid, Wachstumsregler",Metconazol,60,g/l,,,,0
00A152-60,Herbizid,Clomazone,360,g/l,,,,0
00B069-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
00B069-00,Herbizid,Florasulam,2.5,g/l,,,,0
008264-00,Insektizid,Flupyradifurone,200,g/l,,,,0
026998-00,Fungizid,Tebuconazol,100,g/l,,,,0
026998-00,Fungizid,Prothioconazol,100,g/l,,,,0
026998-00,Fungizid,Bixafen,75,g/l,,,,0
00B190-00,Molluskizid,Eisen-III-phosphat,41.6,g/kg,,,,0
008482-00,Molluskizid,Metaldehyd,25,g/kg,,,,0
026683-00,Molluskizid,Eisen-III-phosphat,29.7,g/kg,,,,0
045638-00,Wachstumsregler,1-Methylcyclopropen,33,g/kg,,,,0
028368-00,Wachstumsregler,1-Methylcyclopropen,20,g/kg,,,,0
00A701-00,Insektizid,Tefluthrin,5,g/kg,,,,0
00A452-62,Molluskizid,Eisen-III-phosphat,9.79,g/kg,Dihydrat,12.5,g/kg,0
050498-66,Fungizid,Schwefel,800,g/kg,,,,0
007454-00,Fungizid,Tebuconazol,107,g/l,,,,0
007454-00,Fungizid,Bromuconazol,167,g/l,,,,0
007932-61,Herbizid,Metobromuron,500,g/l,,,,0
008370-00,Fungizid,Folpet,800,g/kg,,,,0
008499-00,Fungizid,Penconazol,50,g/l,,,,0
008499-00,Fungizid,Fenpropidin,125,g/l,,,,0
005685-60,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
00A892-00,Fungizid,Prothioconazol,250,g/l,,,,0
008650-00,Fungizid,Kaliumphosphonat (Kaliumphosphit),755,g/l,,,,0
008323-60,Herbizid,Dicamba,400,g/kg,,,,0
008323-60,Herbizid,Prosulfuron,40,g/kg,,,,0
008323-60,Herbizid,Nicosulfuron,100,g/kg,,,,0
00A475-00,Herbizid,Prosulfocarb,800,g/l,,,,0
00A045-62,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
00A217-00,Fungizid,Tebuconazol,250,g/l,,,,0
024803-00,Herbizid,Dimethenamid-P,720,g/l,,,,0
006380-00,Herbizid,Terbuthylazin,250,g/l,,,,0
006380-00,Herbizid,Dimethenamid-P,280,g/l,,,,0
006889-00,Herbizid,Pendimethalin,250,g/l,,,,0
006889-00,Herbizid,Dimethenamid-P,212.5,g/l,,,,0
043099-64,Fungizid,Fosetyl,746,g/kg,Aluminium-Salz,800,g/kg,0
043099-60,Fungizid,Fosetyl,746,g/kg,Aluminium-Salz,800,g/kg,0
025855-61,Akarizid,Acequinocyl,150,g/l,,,,0
005314-00,Insektizid,Spinosad,480,g/l,,,,0
00A986-00,Insektizid,Spinosad,4,g/kg,,,,0
008673-00,Fungizid,Spiroxamine,500,g/l,,,,0
00A808-00,Fungizid,Propamocarb,605.04,g/l,Hydrochlorid,722,g/l,0
024785-71,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-71,Insektizid,Rapsöl,8.25,g/l,,,,0
024785-65,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-65,Insektizid,Rapsöl,8.25,g/l,,,,0
024785-00,Insektizid,Pyrethrine,0.05,g/l,,,,0
