Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,3,8,7.4,Feldarbeit,0.77,2.11,102.86,27.77,8.77,28.81,26.58,23.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2,7,Feldarbeit,0.74,2.29,98.84,26.69,8.47,27.78,17.01,14.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2,7.2,Feldarbeit,0.69,2.42,93.54,25.26,8.08,26.43,16.07,13.97
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2,7.4,Feldarbeit,0.69,2.43,93.32,25.2,8.06,26.37,16.11,14.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2.5,7,Feldarbeit,0.75,2.23,100.24,27.06,8.58,28.14,18.1,15.74
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2.5,7.2,Feldarbeit,0.72,2.36,97.28,26.26,8.36,27.38,17.4,15.13
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,2.5,7.4,Feldarbeit,0.72,2.37,97.07,26.21,8.34,27.33,17.47,15.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,3,7,Feldarbeit,0.75,2.21,100.63,27.17,8.61,28.24,18.99,16.51
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,3,7.2,Feldarbeit,0.73,2.34,97.67,26.37,8.39,27.48,18.26,15.88
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,3,7.4,Feldarbeit,0.73,2.35,97.46,26.31,8.37,27.43,18.33,15.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4,7,Feldarbeit,0.76,2.18,101.39,27.38,8.66,28.43,20.7,18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4,7.2,Feldarbeit,0.73,2.31,98.44,26.58,8.44,27.68,19.92,17.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4,7.4,Feldarbeit,0.73,2.32,98.22,26.52,8.43,27.62,20.02,17.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4.5,7,Feldarbeit,0.76,2.17,101.78,27.48,8.69,28.53,21.54,18.73
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4.5,7.2,Feldarbeit,0.74,2.29,98.83,26.68,8.47,27.78,20.72,18.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,4.5,7.4,Feldarbeit,0.74,2.3,98.61,26.63,8.46,27.72,20.84,18.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,6,7,Feldarbeit,0.78,2.09,103.95,28.07,8.85,29.09,24.16,21.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,6,7.2,Feldarbeit,0.76,2.2,100.99,27.27,8.63,28.33,23.26,20.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,6,7.4,Feldarbeit,0.75,2.21,100.78,27.21,8.62,28.28,23.43,20.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,8,7,Feldarbeit,0.8,2,106.5,28.75,9.04,29.74,27.45,23.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,8,7.2,Feldarbeit,0.78,2.1,103.55,27.96,8.82,28.98,26.44,22.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,4,8,7.4,Feldarbeit,0.77,2.11,103.33,27.9,8.81,28.93,26.65,23.17
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2,7,Feldarbeit,0.74,2.29,99.3,26.81,8.51,27.9,17.08,14.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2,7.2,Feldarbeit,0.72,2.42,96.34,26.01,8.29,27.14,16.41,14.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2,7.4,Feldarbeit,0.72,2.43,96.14,25.96,8.27,27.09,16.46,14.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2.5,7,Feldarbeit,0.75,2.23,100.69,27.19,8.61,28.25,18.17,15.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2.5,7.2,Feldarbeit,0.73,2.36,97.74,26.39,8.39,27.5,17.47,15.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,2.5,7.4,Feldarbeit,0.73,2.37,97.52,26.33,8.37,27.44,17.54,15.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,3,7,Feldarbeit,0.76,2.21,101.07,27.29,8.64,28.35,19.06,16.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,3,7.2,Feldarbeit,0.73,2.34,98.13,26.49,8.42,27.6,18.33,15.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,3,7.4,Feldarbeit,0.73,2.35,97.91,26.44,8.4,27.54,18.4,16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4,7,Feldarbeit,0.76,2.18,101.85,27.5,8.7,28.55,20.77,18.06
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4,7.2,Feldarbeit,0.74,2.31,98.89,26.7,8.48,27.79,19.99,17.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4,7.4,Feldarbeit,0.74,2.32,98.68,26.64,8.46,27.74,20.09,17.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4.5,7,Feldarbeit,0.77,2.17,102.24,27.6,8.73,28.65,21.61,18.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4.5,7.2,Feldarbeit,0.74,2.29,99.28,26.81,8.51,27.89,20.79,18.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,4.5,7.4,Feldarbeit,0.74,2.3,99.07,26.75,8.49,27.84,20.92,18.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,6,7,Feldarbeit,0.78,2.09,104.4,28.19,8.89,29.2,24.23,21.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,6,7.2,Feldarbeit,0.76,2.2,101.45,27.39,8.67,28.45,23.33,20.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,6,7.4,Feldarbeit,0.76,2.21,101.23,27.33,8.65,28.39,23.49,20.43
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,8,7,Feldarbeit,0.8,2,106.96,28.88,9.08,29.86,27.52,23.93
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,8,7.2,Feldarbeit,0.78,2.1,104,28.08,8.86,29.1,26.51,23.05
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,5,8,7.4,Feldarbeit,0.78,2.11,103.79,28.02,8.84,29.05,26.71,23.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2,7,Feldarbeit,0.76,2.29,101.58,27.43,8.68,28.48,17.42,15.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2,7.2,Feldarbeit,0.74,2.42,98.64,26.63,8.46,27.73,16.76,14.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2,7.4,Feldarbeit,0.73,2.43,98.42,26.57,8.44,27.67,16.8,14.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2.5,7,Feldarbeit,0.77,2.23,102.98,27.8,8.78,28.84,18.52,16.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2.5,7.2,Feldarbeit,0.75,2.36,100.02,27.01,8.56,28.08,17.83,15.5
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,2.5,7.4,Feldarbeit,0.75,2.37,99.81,26.95,8.55,28.03,17.88,15.55
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,3,7,Feldarbeit,0.77,2.21,103.37,27.91,8.81,28.94,19.4,16.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,3,7.2,Feldarbeit,0.75,2.34,100.41,27.11,8.59,28.18,18.68,16.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,3,7.4,Feldarbeit,0.75,2.35,100.2,27.05,8.57,28.13,18.76,16.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4,7,Feldarbeit,0.78,2.18,104.13,28.12,8.87,29.13,21.13,18.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4,7.2,Feldarbeit,0.76,2.31,101.18,27.32,8.65,28.38,20.33,17.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4,7.4,Feldarbeit,0.75,2.32,100.97,27.26,8.63,28.32,20.45,17.78
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4.5,7,Feldarbeit,0.78,2.17,104.52,28.22,8.9,29.23,21.97,19.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4.5,7.2,Feldarbeit,0.76,2.29,101.57,27.42,8.68,28.48,21.15,18.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,4.5,7.4,Feldarbeit,0.76,2.3,101.35,27.37,8.66,28.42,21.26,18.49
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,6,7,Feldarbeit,0.8,2.09,106.69,28.81,9.06,29.79,24.59,21.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,6,7.2,Feldarbeit,0.78,2.2,103.73,28.01,8.84,29.03,23.68,20.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,6,7.4,Feldarbeit,0.78,2.21,103.53,27.95,8.82,28.98,23.84,20.73
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,8,7,Feldarbeit,0.85,2,112.82,30.46,9.51,31.35,28.3,24.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,8,7.2,Feldarbeit,0.8,2.1,106.29,28.7,9.03,29.69,26.85,23.35
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,10,8,7.4,Feldarbeit,0.8,2.11,106.07,28.64,9.01,29.63,27.07,23.54
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2,7,Feldarbeit,0.78,2.29,103.87,28.04,8.85,29.07,17.78,15.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2,7.2,Feldarbeit,0.75,2.42,100.92,27.25,8.63,28.31,17.11,14.88
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2,7.4,Feldarbeit,0.75,2.43,100.7,27.19,8.61,28.26,17.16,14.92
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2.5,7,Feldarbeit,0.79,2.23,105.26,28.42,8.95,29.42,18.87,16.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2.5,7.2,Feldarbeit,0.77,2.36,102.3,27.62,8.73,28.67,18.17,15.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,2.5,7.4,Feldarbeit,0.76,2.37,102.09,27.57,8.72,28.61,18.24,15.86
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,3,7,Feldarbeit,0.79,2.21,105.65,28.53,8.98,29.52,19.76,17.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,3,7.2,Feldarbeit,0.77,2.34,102.69,27.73,8.76,28.76,19.03,16.55
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,3,7.4,Feldarbeit,0.77,2.35,102.48,27.67,8.74,28.71,19.1,16.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4,7,Feldarbeit,0.8,2.18,106.41,28.73,9.04,29.72,21.47,18.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4,7.2,Feldarbeit,0.78,2.31,103.47,27.94,8.82,28.96,20.69,17.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4,7.4,Feldarbeit,0.77,2.32,103.25,27.88,8.8,28.91,20.79,18.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4.5,7,Feldarbeit,0.84,2.17,110.76,29.9,9.36,30.83,22.79,19.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4.5,7.2,Feldarbeit,0.78,2.29,103.85,28.04,8.85,29.06,21.49,18.69
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,4.5,7.4,Feldarbeit,0.78,2.3,103.63,27.98,8.83,29.01,21.61,18.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,6,7,Feldarbeit,0.85,2.09,112.93,30.49,9.52,31.38,25.42,22.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,6,7.2,Feldarbeit,0.8,2.2,106.01,28.62,9.01,29.61,24.04,20.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,6,7.4,Feldarbeit,0.79,2.21,105.81,28.57,8.99,29.56,24.2,21.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,8,7,Feldarbeit,0.87,2,115.48,31.18,9.71,32.03,28.7,24.96
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,8,7.2,Feldarbeit,0.85,2.1,112.53,30.38,9.49,31.28,27.69,24.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,15,8,7.4,Feldarbeit,0.85,2.11,112.31,30.32,9.48,31.22,27.9,24.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2,7,Feldarbeit,0.83,2.29,110.48,29.83,9.34,30.75,18.66,16.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2,7.2,Feldarbeit,0.77,2.42,103.2,27.86,8.8,28.89,17.46,15.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2,7.4,Feldarbeit,0.77,2.43,102.98,27.8,8.78,28.84,17.5,15.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2.5,7,Feldarbeit,0.84,2.23,111.87,30.21,9.44,31.11,19.76,17.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2.5,7.2,Feldarbeit,0.78,2.36,104.58,28.24,8.9,29.25,18.53,16.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,2.5,7.4,Feldarbeit,0.78,2.37,104.38,28.18,8.89,29.2,18.58,16.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,3,7,Feldarbeit,0.85,2.21,112.26,30.31,9.47,31.21,20.64,17.95
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,3,7.2,Feldarbeit,0.79,2.34,104.97,28.34,8.93,29.35,19.38,16.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,3,7.4,Feldarbeit,0.79,2.35,104.76,28.29,8.91,29.29,19.46,16.92
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,4,7,Feldarbeit,0.85,2.18,113.03,30.52,9.53,31.41,22.37,19.45
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,4,7.2,Feldarbeit,0.79,2.31,105.75,28.55,8.99,29.55,21.03,18.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,4,7.4,Feldarbeit,0.79,2.32,105.53,28.49,8.97,29.49,21.14,18.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 10.500 l, 300 kW; Schneidwerk, 7,5 m",2,-,20,4.5,7,Feldarbeit,0.86,2.17,113.41,30.62,9.56,31.51,23.2,20.17
