"Zulassungsnr","product","substance","Wirkungsbereich","crop","health","reference.sum.risk.scores","formula","sum.risk.score","HL","TL","FL","PLI"
"00A335-00","Shorttrack","Daminozid","Wachstumsregler","Ornamentals including azealeas, bedding plants and plugs, chrysanthemums, foliage plants, hydrangers; Tree fruit including peaches, cherries, prunes, pears","H318,H351",300,1,140,0.466666666666667,0.0350284594885418,0.000943162081126008,0.502638288236334
"00A642-00","SHYFO","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0210932487216942,0.0477405803670565,0.0688338290887506
"00A513-00","SIGNAL 300 ES","Cypermethrin","Insektizid","Cereals including wheat, barley, oats, rye, triticale; Vegetables including peas & beans, brassicas; Oilseed rape; Sugarbeet, fodder beet and mangels; Potatoes; Apples; Pears; Grassland","H302,H335,H373",300,1,90,0.3,43.2351963979336,0.0984407592986394,43.6336371572322
"00A218-00","Signature Xtra  StressGard","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0238161005696027,0.000391242937853107,0.0742073435074558
"025483-00","Signum","Pyraclostrobin","Fungizid","Cereals including wheat, barley, oats; forage & grain maize, triticale; Sugarbeet; Potatoes; Vegetables including brassicas, carrot; beans, vining peas; Fruit including strawberry, blackcurrants",NA,300,1,0,0,0.11592965127883,0.025125365836496,0.141055017115326
"044375-60","Silicid","Kieselgur","Akarizid, Insektizid","Stored grain; Stored products",NA,300,1,0,0,0.03945375,5.15536723163842,5.19482098163842
"044375-00","SilicoSec","Kieselgur","Akarizid, Insektizid","Stored grain; Stored products",NA,300,1,0,0,0.03945375,5.15536723163842,5.19482098163842
"027413-00","Siltra Xpro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H317,H319,H335",300,1,55,0.183333333333333,0.0159172445479054,0.0242454636152648,0.223496041496503
"00A457-00","Silvron","Fluopyram","Fungizid","Potatoes; Sugarbeet; Fruit including apples, grapes and strawberries; Cotton; Soybean","H304,H315,H317,H319,H335",300,1,65,0.216666666666667,0.00996897092343961,0.300862545269782,0.527498182859888
"038581-00","SIMBA 100 SC","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H318,H361d",300,1,140,0.466666666666667,0.00953568413363444,0.0145989114843066,0.490801262284608
"025702-00","SIMPLEX","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","EUH066,H304,H318,H336",300,1,120,0.4,0.0164945928486474,0.012722661148848,0.429217253997495
"00B011-00","Simpro","Cymoxanil","Fungizid","Potatoes; Tomatoes; Grapes; Hops; Sugarbeet; Vines","H317,H361fd",300,1,90,0.3,0.00937163253038652,0.000897257737938034,0.310268890268325
"008883-60","SINALA","Orangenöl","Akarizid, Fungizid, Insektizid","Animals; Humans","H319",300,1,15,0.05,0.00229742294148685,0.00672882352941176,0.0590262464708986
"00A946-00","SINCLAIRE","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats","H317",300,1,20,0.0666666666666667,0.0545296935682509,0.463258928530632,0.584455288765549
"060122-80","Sinco Rasen Wunder """"18""""","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"008550-00","Sinopia","Clomazone","Herbizid","Cotton; Vegetables including peas, potatoes, sweet potatoes, green beans, navy beans; Curcubits; Tobacco; Rice; Oilseed rape","H317,H319",300,1,35,0.116666666666667,0.0038408427752448,0.0173319345355318,0.137839443977443
"008570-00","SINSTAR","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"024487-62","Sirena EC","Metconazol","Fungizid, Wachstumsregler","Cereals including wheat, barley, rye, oats; OSR; Fruit including blueberry, cherry, gooseberry, nectarine, peach, plum; Pistachio; Turf and sod","H304,H315,H317,H318,H332,H335,H361d",300,1,205,0.683333333333333,0.00911221890913111,0.0728046254910795,0.765250177733544
"00A152-60","SIRTAKI","Clomazone","Herbizid","Cotton; Vegetables including peas, potatoes, sweet potatoes, green beans, navy beans; Curcubits; Tobacco; Rice; Oilseed rape",NA,300,1,0,0,0.0576126416286721,0.259979018032977,0.317591659661649
"00B069-00","SITARA","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","H304,H315,H317,H319,H335,H336",300,1,95,0.316666666666667,0.0164945928486474,0.012722661148848,0.345883920664162
"008264-00","SIVANTO prime","Flupyradifurone","Insektizid","Vegetables; Fruits; Grapes; Date palm; Coffee; Cocoa","H317,H319,H332",300,1,50,0.166666666666667,0.0649812170385739,0.72959563868736,0.961243522392601
"026998-00","Skyway Xpro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H317,H335,H361d",300,1,110,0.366666666666667,0.00795862227395268,0.0121227318076324,0.386748020748252
"008482-00","Slug-Off","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes",NA,300,1,0,0,0.00864729661624965,0.0012295447906205,0.00987684140687015
"00B190-00","Sluggo PRO","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0304252197691255,0.00187676969092722,0.0323019894600528
"026683-00","Sluxx HP","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0217218516140151,0.00133990528414756,0.0230617568981627
"045638-00","SmartFresh","1-Methylcyclopropen","Wachstumsregler","Harvested fruit and vegetables especially apples; Ornamentals especially cutflowers, potted flowering plants, spring bedding, nursery andfoliage plants","EUH066",300,1,10,0.0333333333333333,0.0663752991524679,0.011602087184825,0.111310719670626
"028368-00","SmartFresh ProTabs","1-Methylcyclopropen","Wachstumsregler","Harvested fruit and vegetables especially apples; Ornamentals especially cutflowers, potted flowering plants, spring bedding, nursery andfoliage plants","EUH066,H319",300,1,25,0.0833333333333333,0.0402274540317987,0.00703156799080303,0.130592355355935
"00A701-00","SoilGuard 0.5 GR","Tefluthrin","Insektizid","Sugarbeet; Fodder beet; Cotton; Field corn; Popcorn",NA,300,1,0,0,1.71327793019615,0.0047869073043625,1.71806483750051
"00A452-62","Solabiol Bio-Schneckenkorn","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.00716016590239758,0.000441672482552343,0.00760183838494992
"050498-66","Solabiol Netzschwefel","Schwefel","Fungizid","Fruit including apples, pears, gooseberries, grapes, peaches, strawberries, melons; Cereals; Hops; Beans; Carrots; Lucerne; Tomatoes; Peanuts; Ornamentals including roses","EUH066",300,1,10,0.0333333333333333,0.246014789108694,0.169493549255076,0.448841671697104
"007454-00","Soleil","Bromuconazol","Fungizid","Cereals including barley, wheat; Fruit; Vegetables; Grapevines; Turf; Ornamentals","H304,H315,H318,H336,H361d",300,1,190,0.633333333333333,0.0228974660780671,0.269399891015923,0.925630690427323
"007932-61","Soleto","Metobromuron","Herbizid","Sunflowers; Potatoes; Tomatoes; Soybeans; Tobacco","H351,H373",300,1,140,0.466666666666667,0.0403250510073605,0.22560711160134,0.732598829275367
"008370-00","Solofol","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H317,H318,H332,H351",300,1,175,0.583333333333333,0.75355368270867,0.0749787277336947,1.4118657437757
"008499-00","SOLVIT","Fenpropidin","Fungizid","Cereals including wheat and barley","H317,H318,H361d,H373",300,1,230,0.766666666666667,0.02070618987243,0.0906628371454533,0.87803569368455
"005685-60","SONIS","Trinexapac","Wachstumsregler","Cereals including wheat, barley, oats, rye; Oilseed rape; Amenity turf and grass","H317,H373",300,1,90,0.3,0.0251574876872355,0.0184847235561875,0.343642211243423
"00A892-00","SORATEL","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H317,H319,H332",300,1,60,0.2,0.0198965556848817,0.030306829519081,0.250203385203963
"008650-00","Soriale","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots",NA,300,1,0,0,0.0257978330401075,1.15898935792683,1.18478719096694
"008323-60","Spandis","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.121744243441247,0.0329980775668716,0.204742321008119
"00A475-00","Spannit","Prosulfocarb","Herbizid","Cereals including winter wheat and winter barley; Potatoes","H317,H319,H304,H315",300,1,55,0.183333333333333,0.145926675485826,0.357433468004176,0.686693476823335
"00A045-62","SPARTA CCC 720","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"00A217-00","Spector","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H302,H318,H332,H361d",300,1,165,0.55,0.0365395600216121,0.150393503266552,0.736933063288165
"024803-00","Spectrum","Dimethenamid-P","Herbizid","Soybeans; Vegetables including beans, onions, cabbage; Peanuts; Grapevines; Ornamentals; Sugarbeet; Sunflowers; Stone fruit","H302,H315,H317,H319,H335",300,1,65,0.216666666666667,0.227911828506352,0.128394164893039,0.572972660066057
"006380-00","Spectrum Gold","Dimethenamid-P","Herbizid","Soybeans; Vegetables including beans, onions, cabbage; Peanuts; Grapevines; Ornamentals; Sugarbeet; Sunflowers; Stone fruit","H302,H317",300,1,30,0.1,0.0886323777524702,0.0499310641250706,0.238563441877541
"006889-00","Spectrum Plus","Pendimethalin","Herbizid","Wheat & other small grain cereals; Corn; Soybeans; Maize; Fruit; Vegetables including beans & peas, carrots; Turf & lawns; Potatoes; Vineyards; Peanuts","H302,H304,H315,H317,H361d",300,1,120,0.4,0.0706327544244995,0.949309223642851,1.41994197806735
"043099-64","Spezial-Pilzfrei","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0320700560016671,0.00052683615819209,0.0825968921598592
"043099-60","Spezial-Pilzfrei Aliette","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0320700560016671,0.00052683615819209,0.0825968921598592
"025855-61","Spinnmilben-Frei Kanemite SC","Acequinocyl","Akarizid","Greenhouse crops; Ornamentals; Nursery crops; Fruits including strawberries, apples, pears, apricots, plums, grapes, citrus; Tree nuts; Pistachios","H317,H370",300,1,120,0.4,0.35810897725389,0.0305015361797285,0.788610513433619
"005314-00","SpinTor","Spinosad","Insektizid",NA,NA,300,1,0,0,0,0,0
"00A986-00","SPINTOR GR","Spinosad","Insektizid",NA,NA,300,1,0,0,0,0,0
"008673-00","Spirox","Spiroxamine","Fungizid","Grapes; Cereals including wheat, triticale; barley, oats, rye","H302,H315,H317,H318,H332,H361d,H373",300,1,265,0.883333333333333,0.334143401874832,0.112543339276396,1.33002007448456
"00A808-00","Sporax","Propamocarb","Fungizid","Turf; Ornamentals; Tobacco; Vegetables; Potatoes; Strawberries; Cucumbers; Tomato; Lettuce","H317",300,1,20,0.0666666666666667,0.0182420996815356,0.0598203389830508,0.144729105331253
"024785-71","Spruzit AF OrchideenSchädlingsFrei","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-65","Spruzit AF RosenSchädlingsFrei","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-00","Spruzit AF Schädlingsfrei","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-82","Spruzit NEEM GemüseSchädlingsfrei","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-89","Spruzit Neem ZierpflanzenSchädlingsfrei","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024780-60","Spruzit Neu","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-64","Spruzit OrchideenSchädlingsSpray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-70","Spruzit RosenSchädlingsSpray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024780-00","Spruzit Schädlingsfrei","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-80","Spruzit Schädlingsfrei RosenSpray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-66","Spruzit SchädlingsSpray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-83","Spruzit TrauermückenFrei","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"00A558-00","Stabilan 400","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.104779301905068,0.139067289378427,0.327179924616829
"034046-62","Stabilan 720","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"008481-00","Stähler Rebwachs Pro","2,5-Dichlorbenzoesäuremethylester","Leime, Wachse, Baumharze, Wachstumsregler","Grapevines",NA,300,1,0,0,6.94924150485437e-07,0,6.94924150485437e-07
"007363-00","Stallion SyncTec","Pendimethalin","Herbizid","Wheat & other small grain cereals; Corn; Soybeans; Maize; Fruit; Vegetables including beans & peas, carrots; Turf & lawns; Potatoes; Vineyards; Peanuts",NA,300,1,0,0,0.0940828288934333,1.26447988589228,1.35856271478571
"00A274-00","Stampa","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats",NA,300,1,0,0,0.109081199013929,0.926703160632676,1.0357843596466
"034066-63","Stapler","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H302,H318",300,1,80,0.266666666666667,0.10243452636491,0.652268180182946,1.02136937321452
"035151-00","Starane XL","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","H315,H317,H319,H335,H336",300,1,85,0.283333333333333,0.0164945928486474,0.012722661148848,0.312550587330829
"00A655-00","Starjet 250 SC","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"00B202-00","Starship 100 SC","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H361d",300,1,70,0.233333333333333,0.00953568413363444,0.0145989114843066,0.257467928951274
"008400-63","STEEPLE","Flufenacet","Herbizid","Corn; Soybeans; Winter wheat; Winter barley; Winter rye; Potatoes; Sunflowers; Asparagus; Cotton; Chilli; Tobacco","H302,H373",300,1,80,0.266666666666667,0.336263046944727,0.197725290124128,0.800655003735522
"00B250-60","Stef Metron XL","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit",NA,300,1,0,0,0.0625901803809771,0.235054295043376,0.297644475424353
"00A045-61","STEFES CCC 21","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"008126-60","STEFES CCC 720","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"00A771-60","Stefes Fluroxy 200","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","H304,H315,H317,H319,H335,H336",300,1,95,0.316666666666667,0.0329891856972948,0.025445322297696,0.375101174661657
"00A755-61","Stefes Prothio 250","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","EUH066,H319,H335",300,1,35,0.116666666666667,0.0198965556848817,0.030306829519081,0.166870051870629
"026682-61","Stefes Schneckenkorn Plus","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0217218516140151,0.00133990528414756,0.0230617568981627
"006400-60","STEFES TEBU 250EC","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H317,H318,H361d",300,1,160,0.533333333333333,0.0365395600216121,0.150393503266552,0.720266396621498
"00B085-61","STEFES Trinexapac 250","Trinexapac","Wachstumsregler","Cereals including wheat, barley, oats, rye; Oilseed rape; Amenity turf and grass","EUH066,H317,H319",300,1,45,0.15,0.0251801520905573,0.0185013764602922,0.19368152855085
"006766-60","STEMAT","Ethofumesat","Herbizid","Sugarbeet; Red beet; Fodder beet; Onions, gallic & shallots; Carrots; Grass seed crops; Oilseed poppies",NA,300,1,0,0,0.0726681672958569,0.38562579904649,0.458293966342347
